"id","term","category","weight"
1,"jaja","NEG_P",-0.129967925081
2,":(","NEG_P",1.40572625255
3,":)","NEG_P",-0.109880516993
4,"<newline>","NEG_P",-0.0369604958554
5,"vuestro","NEG_P",-0.0888075639233
6,"que la","NEG_P",-0.0483707790703
7,"por supuesto","NEG_P",-0.0450097343671
8,"ver","NEG_P",-0.000639905499265
9,"que poner","NEG_P",-0.234727077459
10,"otra","NEG_P",0.37442385513
11,"0","NEG_P",0.0652484413541
12,"veo","NEG_P",0.201591146497
13,"te","NEG_P",0.09219351613
14,"risa","NEG_P",-0.0102956124521
15,"#vamosunicaja","NEG_P",-0.121903866016
16,"jajajaj","NEG_P",-0.407548915795
17,"que ?","NEG_P",0.0116967467738
18,"edad","NEG_P",-0.075402505354
19,"peor","NEG_P",0.731656414709
20,"http://t.co","NEG_P",-0.0374598918137
21,"q","NEG_P",0.197095710697
22,"mundo y","NEG_P",1.06435231471
23,"habrá","NEG_P",0.113234088638
24,"tenía","NEG_P",-0.43608510646
25,"pasa","NEG_P",0.242717239533
26,"me ha","NEG_P",0.0849753522255
27,"y lo","NEG_P",-0.00239347178785
28,"boca","NEG_P",0.12938464946
29,"me he","NEG_P",-0.161309929927
30,"que estoy","NEG_P",-0.0875903225529
31,"video","NEG_P",-0.175864935615
32,"como me","NEG_P",0.362312145939
33,"gilipollas","NEG_P",1.58545825682
34,"no le","NEG_P",0.117859363861
35,"cómic","NEG_P",-0.0443085102856
36,"con los","NEG_P",-0.253166473497
37,"y luego","NEG_P",0.498374109266
38,"sobre","NEG_P",-0.0328080335912
39,"para mí","NEG_P",-0.0882787089903
40,"aburrimiento","NEG_P",0.828671591
41,"vamos","NEG_P",-0.0869319541258
42,"les","NEG_P",0.419647944565
43,"aunque","NEG_P",-0.15380332496
44,"día","NEG_P",0.120298938633
45,"instituto","NEG_P",0.691215834323
46,"rajoy","NEG_P",0.276409008663
47,"sabe","NEG_P",-0.279508400829
48,"gracias por","NEG_P",-0.170464447119
49,"a ser","NEG_P",-0.120219248181
50,"semana","NEG_P",-0.0538055435124
51,"buenas","NEG_P",-0.300633916084
52,"¡","NEG_P",-0.228866422682
53,"siempre","NEG_P",0.183924557434
54,"o a","NEG_P",0.202215904674
55,"ver a","NEG_P",-0.161142450656
56,"vivir","NEG_P",0.142552012184
57,"todas","NEG_P",0.0926005550776
58,"tienes que","NEG_P",-0.0213827211473
59,"precioso","NEG_P",-0.296907188992
60,"te quiero","NEG_P",-0.784126219833
61,"con las","NEG_P",0.44278062178
62,"cojones","NEG_P",0.632374365094
63,"mira","NEG_P",0.131853328031
64,"preciosa","NEG_P",-0.0754407650678
65,"orgullosa","NEG_P",-0.0994065814467
66,"vuelta","NEG_P",0.0739327005316
67,"creo que","NEG_P",0.306728061443
68,"verano","NEG_P",0.0991119484278
69,"me","NEG_P",0.211137363436
70,"yo soy","NEG_P",0.0333075278043
71,"lo que","NEG_P",-0.00258821186385
72,"mi","NEG_P",-0.0359357287148
73,"malo","NEG_P",0.318833207532
74,"sé","NEG_P",-0.10073556335
75,"del","NEG_P",0.010257843318
76,"era","NEG_P",-0.0588491435266
77,"cabeza","NEG_P",0.397591322989
78,"política","NEG_P",0.128564467421
79,"mala","NEG_P",0.196742376971
80,"? ?","NEG_P",0.00151160076353
81,"empieza","NEG_P",-0.0854496810311
82,"… https://t.co","NEG_P",-0.0886575766279
83,"me lo","NEG_P",-0.370832018395
84,"tal","NEG_P",0.209206591756
85,"!","NEG_P",-0.140018194176
86,"falta de","NEG_P",0.502876758953
87,"que yo","NEG_P",0.435295526059
88,"1","NEG_P",-0.0238902116251
89,"así que","NEG_P",-0.0889144743511
90,"sin","NEG_P",0.113510118014
91,"algo","NEG_P",0.0350926194075
92,"especial","NEG_P",-0.5114073568
93,"alegro","NEG_P",-0.111643472971
94,"jajaja","NEG_P",-0.533384799614
95,"de verdad","NEG_P",0.0488405801302
96,"a las","NEG_P",-0.0593643592083
97,"mal","NEG_P",0.905131713078
98,"a","NEG_P",-0.00312574613035
99,"su","NEG_P",0.238296509661
100,"que nos","NEG_P",-0.286309991976
101,"primera","NEG_P",-0.0584222683328
102,"si","NEG_P",0.0698991727256
103,"grande","NEG_P",-0.291900974318
104,"de lo","NEG_P",0.159736115802
105,"se","NEG_P",0.132722225418
106,"directo","NEG_P",-0.191347141569
107,"recuerdos","NEG_P",0.297011228434
108,"cole","NEG_P",0.0333189833958
109,"va a","NEG_P",0.0783961754582
110,"mejores","NEG_P",-0.314061865671
111,"también","NEG_P",-0.0464559569468
112,"la","NEG_P",0.0442391320044
113,"pronto","NEG_P",-0.00196190506519
114,"lo","NEG_P",-0.0118061364848
115,"gente","NEG_P",0.193949858119
116,",","NEG_P",-0.0520241872919
117,"#léricasegundoaniversario","NEG_P",-0.814837509254
118,"de menos","NEG_P",0.189203739966
119,". https://t.co","NEG_P",-0.198107003169
120,"pena","NEG_P",0.12668408081
121,"yo creo","NEG_P",-0.452857345184
122,"no se","NEG_P",-0.206736740764
123,"cree","NEG_P",0.127914695112
124,"ganas de","NEG_P",0.0142521689182
125,"ya","NEG_P",0.0512848506248
126,"dan","NEG_P",0.366659915833
127,"jajajajaja","NEG_P",-0.550034914438
128,"nervios","NEG_P",0.0976037230539
129,"dar","NEG_P",0.118241246323
130,"odio","NEG_P",1.79010725303
131,"así","NEG_P",-0.00706285653017
132,"mañana","NEG_P",-0.0952857473786
133,"donde","NEG_P",0.0478644812492
134,"desde","NEG_P",-0.249927723213
135,"muchas","NEG_P",-0.116618748856
136,"el","NEG_P",0.0183435754801
137,"en","NEG_P",-0.0765818584474
138,"bueno","NEG_P",-0.216117701904
139,"eh","NEG_P",0.12617115798
140,"buena","NEG_P",-0.053121157306
141,"y una","NEG_P",-0.052807500013
142,"mucho .","NEG_P",0.116148005086
143,"es","NEG_P",0.0539538015717
144,"refugiados","NEG_P",0.21011587026
145,"@whoisinbunker","NEG_P",-0.228633506622
146,"poco","NEG_P",0.220571836952
147,"contigo","NEG_P",-0.0548325562471
148,"vete","NEG_P",1.53630360011
149,"jajajajajaja","NEG_P",-0.241472345521
150,"orgullosa de","NEG_P",-0.00925972579027
151,"que","NEG_P",0.112636788838
152,"asi","NEG_P",0.318422900807
153,"vergüenza","NEG_P",1.50415934885
154,"llorando","NEG_P",0.80968655595
155,"gusta","NEG_P",-0.0333859638182
156,"luego","NEG_P",0.319304736812
157,"gusto","NEG_P",-0.016653112996
158,"y que","NEG_P",-0.0904802595938
159,", de","NEG_P",-0.140175170386
160,"horas","NEG_P",0.00117164315401
161,"está","NEG_P",0.0962875049336
162,"yo en","NEG_P",0.0157322645214
163,"que de","NEG_P",-0.308391612427
164,"xd","NEG_P",-0.301809037667
165,"cada","NEG_P",0.10231482489
166,"para que","NEG_P",-0.0600887801307
167,"instagram","NEG_P",0.124696675492
168,"""","NEG_P",0.097490505502
169,"bonita","NEG_P",-0.155445124847
170,"los","NEG_P",0.167591488341
171,"bonito","NEG_P",-0.263007811705
172,"felicidades","NEG_P",-0.40249335736
173,"contra","NEG_P",0.126229339489
174,"2","NEG_P",-0.0762489266432
175,"final","NEG_P",-0.26757234222
176,"para","NEG_P",-0.0375758257573
177,"momento","NEG_P",-0.0460955266986
178,"asco","NEG_P",1.58991429641
179,"a ir","NEG_P",0.0371630075367
180,"es una","NEG_P",-0.113704458118
181,". lo","NEG_P",0.121247833568
182,"_intercept","NEG_P",2.5046829697
183,"mierda","NEG_P",1.63173613087
184,"basura","NEG_P",0.0475217604622
185,"pues eso","NEG_P",0.122943986491
186,"este","NEG_P",0.0016891363848
187,"coño","NEG_P",0.156779139207
188,"esta","NEG_P",-0.122972481092
189,"esto","NEG_P",0.0829564867434
190,"siendo","NEG_P",0.330446078467
191,"hasta","NEG_P",-0.00392817552741
192,"que por","NEG_P",-0.279558987543
193,"parece","NEG_P",0.100969709989
194,"niños","NEG_P",0.0857474504857
195,"una vez","NEG_P",0.236128734079
196,"vaya","NEG_P",0.418834820314
197,"clase","NEG_P",0.401111277196
198,"jajajaja","NEG_P",-0.365377085678
199,"duele","NEG_P",0.0411260952704
200,"ir a","NEG_P",0.0956037383182
201,"cualquier","NEG_P",0.39438107612
202,"putas","NEG_P",0.423941430548
203,"! !","NEG_P",-0.256990643279
204,"m","NEG_P",-0.303758814009
205,"borde","NEG_P",0.226725484768
206,"no lo","NEG_P",-0.22679771401
207,"tendencia","NEG_P",-0.0132215852783
208,"tener","NEG_P",-0.232427334436
209,"estoy","NEG_P",0.42867310253
210,"hace","NEG_P",-0.0896432388038
211,"estos","NEG_P",-0.00997764311957
212,"quieren","NEG_P",0.0659458585497
213,"dice","NEG_P",-0.375944821912
214,"nadie","NEG_P",0.408533286096
215,"@petralaszlo","NEG_P",0.0862135437874
216,"libro","NEG_P",-0.272574156573
217,"xdd","NEG_P",-0.0777391793475
218,"de","NEG_P",-0.0312391788593
219,"da","NEG_P",-0.0400447587268
220,"@alex_paev @m83aribel","NEG_P",0.092531025892
221,"yo me","NEG_P",-0.257374794699
222,"que hay","NEG_P",0.2057322229
223,"placer","NEG_P",-0.0272501191333
224,"una de","NEG_P",-0.10377118241
225,"ganar","NEG_P",-0.0364020511954
226,"gran","NEG_P",-0.21478400559
227,"verdad","NEG_P",0.206380381138
228,"sueños","NEG_P",-0.0148084384065
229,". http://t.co","NEG_P",0.0195252325266
230,"? si","NEG_P",0.0327245649004
231,"paro sube","NEG_P",0.502316845524
232,"perdido","NEG_P",0.139621757012
233,"temporada","NEG_P",-0.0964377391756
234,"miserable","NEG_P",0.884094367835
235,"juego","NEG_P",-0.0858252247785
236,"bien","NEG_P",-0.199576083265
237,"estoy en","NEG_P",-0.138318745635
238,"@lericamusic","NEG_P",-0.00819437593778
239,"llorar","NEG_P",0.856396197566
240,"a dejar","NEG_P",0.0307438187082
241,"alguien","NEG_P",0.247743302522
242,"viernes","NEG_P",-0.389884832775
243,"corrupción","NEG_P",0.620288984035
244,"dinero","NEG_P",0.358917875522
245,"tus","NEG_P",0.111700292002
246,"sola","NEG_P",0.512154292786
247,"el drama","NEG_P",0.555842841798
248,"le","NEG_P",0.198150961669
249,"como","NEG_P",-0.00826357258252
250,"@pan_paniscuss","NEG_P",-0.0213400933013
251,"y el","NEG_P",0.16476784995
252,"ahora","NEG_P",-0.0181398697236
253,"una","NEG_P",0.115861313454
254,"concierto","NEG_P",-0.177200906401
255,"no hay","NEG_P",-0.0271205632991
256,"quien","NEG_P",-0.0541892813938
257,"tonterías","NEG_P",0.656515014991
258,"con","NEG_P",-0.0878992775629
259,"y no","NEG_P",0.562816886717
260,"juntas","NEG_P",-0.100503028934
261,"cuando","NEG_P",-0.0931707252242
262,"y con","NEG_P",0.171084083605
263,". me","NEG_P",-0.0733918497488
264,"tonto","NEG_P",1.4897729991
265,"caballo","NEG_P",0.124520059146
266,"amiga","NEG_P",-0.16613042467
267,".","NEG_P",0.103553363112
268,"puta","NEG_P",1.62158857695
269,"tenemos","NEG_P",-0.0303505749687
270,"feliz","NEG_P",-0.503546083584
271,"puto","NEG_P",0.444593419078
272,"equipo","NEG_P",-0.0567626189476
273,"sevilla","NEG_P",-0.00937943792252
274,"vamos a","NEG_P",-0.207826260693
275,"cinco","NEG_P",0.0262293698581
276,"jueves","NEG_P",-0.248214560093
277,"^","NEG_P",-0.0112918928298
278,"gracias","NEG_P",-0.662816638982
279,"é","NEG_P",0.209931912167
280,"paro baja","NEG_P",-0.311953762254
281,"n","NEG_P",0.277716369692
282,"buen","NEG_P",-0.209577763975
283,"puto amo","NEG_P",-0.0693690846792
284,"ir","NEG_P",0.0223316419429
285,"si te","NEG_P",0.149154764679
286,". <newline>","NEG_P",-0.00195419413873
287,"sois","NEG_P",1.11028963973
288,"a su","NEG_P",0.59666866396
289,"parte","NEG_P",-0.261082367327
290,")","NEG_P",-0.172355846786
291,"no quiero","NEG_P",0.0878548208372
292,"por mi","NEG_P",0.170356463278
293,"a todos","NEG_P",0.0189569036212
294,"hecho","NEG_P",-0.160336615084
295,"9","NEG_P",-0.187107655962
296,", ahora","NEG_P",-0.183562210989
297,"todos","NEG_P",0.0757361231507
298,"la que","NEG_P",-0.0156302261576
299,"ni","NEG_P",0.372073461434
300,", ""","NEG_P",0.231168457708
301,"tambien","NEG_P",-0.119386634841
302,"me gusta","NEG_P",-0.162113760178
303,"vuelve","NEG_P",-0.438818403227
304,"año","NEG_P",-0.116563740177
305,"estado","NEG_P",0.093575637667
306,"la cara","NEG_P",-0.240025378592
307,"por favor","NEG_P",0.278842575128
308,"miedo","NEG_P",0.814414926892
309,"hago","NEG_P",-0.255262582624
310,"con la","NEG_P",0.0571790813666
311,"lo mejor","NEG_P",-0.167683086223
312,"joder","NEG_P",0.266016438958
313,"dais","NEG_P",0.347790512887
314,"antes","NEG_P",0.240097664927
315,"respeto","NEG_P",0.128986330812
316,"han","NEG_P",0.00124424003016
317,"vida","NEG_P",-0.0837113812069
318,"para el","NEG_P",-0.104440002151
319,"hay","NEG_P",0.166727459431
320,"con un","NEG_P",0.116953965872
321,"@rubiu5","NEG_P",-0.0796112269167
322,"...","NEG_P",0.0945045250777
323,"amo","NEG_P",-0.454683972553
324,"por","NEG_P",0.0654071749205
325,"triste","NEG_P",1.56187735463
326,"la del","NEG_P",-0.320214702914
327,"! https://t.co","NEG_P",0.14827630754
328,"ha dicho","NEG_P",0.0899848377398
329,"tanto","NEG_P",0.00202022480233
330,"d","NEG_P",0.0899157289274
331,"gente que","NEG_P",0.104918620205
332,"móvil","NEG_P",0.0198294746832
333,"niña","NEG_P",-0.508542057815
334,"cosas","NEG_P",0.198076723118
335,"en serio","NEG_P",0.184147036347
336,"amor","NEG_P",-0.101222382446
337,"chico","NEG_P",0.110266515612
338,"baja un","NEG_P",-6.38827185456e-15
339,"el martes","NEG_P",-0.00149970239967
340,"/","NEG_P",-0.231902034102
341,"esa","NEG_P",0.113672511957
342,"eso","NEG_P",0.0692282811548
343,"?","NEG_P",-0.0196569946197
344,"y me","NEG_P",0.218271386588
345,""" para","NEG_P",-0.324886272028
346,";)","NEG_P",-0.395783239932
347,"me alegro","NEG_P",-4.76099194704e-06
348,"nueva","NEG_P",-0.262703981738
349,"no puedo","NEG_P",0.251687117757
350,"@davidauryn","NEG_P",-0.113449192639
351,"plaza","NEG_P",-0.114321847677
352,"o","NEG_P",0.0129176679042
353,"ido","NEG_P",0.107913626437
354,"que el","NEG_P",-0.0811677709208
355,"? !","NEG_P",0.0583408350609
356,"? .","NEG_P",0.577275604855
357,"esperar","NEG_P",0.0688334211623
358,""" ,","NEG_P",0.0102453592106
359,""" .","NEG_P",0.0302107122789
360,"ya no","NEG_P",0.106828500745
361,"bajón","NEG_P",0.074943223294
362,"morir","NEG_P",0.28004225203
363,"enhorabuena","NEG_P",-0.212156467687
364,"soy","NEG_P",0.0169590980085
365,"rápido","NEG_P",0.104004646255
366,"guarra","NEG_P",0.189760489495
367,"..","NEG_P",0.151073804115
368,"pocos","NEG_P",0.00106212332626
369,"en la","NEG_P",0.0603025135138
370,"opus","NEG_P",0.389823239213
371,"de mi","NEG_P",0.0223046568371
372,":","NEG_P",-0.116788424243
373,"poder","NEG_P",0.139911807798
374,"encanta","NEG_P",-0.650740282249
375,"dormir","NEG_P",0.104880057903
376,"en el","NEG_P",0.0466462986839
377,"días","NEG_P",0.0839121717608
378,"seguir","NEG_P",-0.0718417962269
379,"domingo","NEG_P",-0.0656070856405
380,"ha","NEG_P",0.0403661537586
381,"martes","NEG_P",-0.176399572596
382,"sube un","NEG_P",1.06646845189e-14
383,"....","NEG_P",0.10898143724
384,"un","NEG_P",0.0848077721203
385,"genial","NEG_P",-0.360810075565
386,"seguro","NEG_P",-0.115824145789
387,"una persona","NEG_P",0.366801294206
388,"llevo","NEG_P",0.151544526844
389,". si","NEG_P",-0.239874423193
390,"al","NEG_P",0.0157825146314
391,"mundo","NEG_P",0.048662707067
392,"mejor","NEG_P",-0.334536052675
393,"un abrazo","NEG_P",-0.168530906476
394,"tarde","NEG_P",-0.242380712566
395,"%","NEG_P",0.102528276444
396,"no","NEG_P",0.365721014384
397,"visto","NEG_P",-0.160931270712
398,"besos","NEG_P",-0.463610516534
399,"que aburrimiento","NEG_P",0.122501565609
400,"leído","NEG_P",-0.173732913703
401,"no ,","NEG_P",0.286013390929
402,": c","NEG_P",0.0393692847309
403,"o no","NEG_P",-0.264683168842
404,"no ?","NEG_P",-0.282990261105
405,"mente","NEG_P",0.166732488514
406,". es","NEG_P",0.120944155609
407,"puedes","NEG_P",-0.0216792206497
408,"jaja","POS_P",0.837435814602
409,"día de","POS_P",0.0632524138558
410,"vergüenza","POS_P",-0.31980406179
411,"que yo","POS_P",-0.169544616642
412,":(","POS_P",-0.102072183749
413,":)","POS_P",0.627302887609
414,"<newline>","POS_P",0.0724947635558
415,"tener","POS_P",0.0186423820477
416,"el día","POS_P",0.104632299904
417,"magistrado","POS_P",-1.32296244975e-16
418,"jeje","POS_P",0.678251934996
419,"menos","POS_P",0.210681725005
420,"verdad","POS_P",-0.00741266240691
421,"no ?","POS_P",0.285661565939
422,"para el","POS_P",0.0785596314925
423,"mejores","POS_P",0.951888398378
424,"quiero","POS_P",0.464653388439
425,"hay que","POS_P",-0.0358962505371
426,"han","POS_P",-0.180063441713
427,"la","POS_P",-0.0039201459618
428,"(","POS_P",-0.0192778249598
429,"vida","POS_P",0.351894695846
430,"tu","POS_P",0.0744488984871
431,"vez","POS_P",-0.0544842071683
432,",","POS_P",0.0228912735015
433,"#léricasegundoaniversario","POS_P",1.6251049859
434,"the","POS_P",0.257647699694
435,"sonrisa","POS_P",0.234628580498
436,"hay","POS_P",-0.281587171541
437,"de menos","POS_P",0.0764503745161
438,"@rubiu5","POS_P",0.10359372749
439,"ti","POS_P",0.313167518135
440,"veo","POS_P",0.0745232338235
441,"te","POS_P",0.0505346217174
442,"personas que","POS_P",0.0945396208518
443,"¿","POS_P",-0.012117966888
444,"cef","POS_P",-1.32296244975e-16
445,"a dar","POS_P",-0.0495628283791
446,"yo","POS_P",-0.145932025763
447,":d","POS_P",0.431925165172
448,"cuando","POS_P",-0.00124062846409
449,"dan","POS_P",-0.10257356497
450,"de","POS_P",0.018502340054
451,"gracias a","POS_P",0.419260909166
452,"jajajajaja","POS_P",0.868384209354
453,"@sonieeta03","POS_P",0.155633064495
454,"risa","POS_P",0.162858439005
455,"miedo","POS_P",-0.32514894705
456,"... ?","POS_P",-0.0821467671497
457,"verte","POS_P",0.125274483627
458,"durante","POS_P",-0.194216443345
459,"por fin","POS_P",0.4264600515
460,"se ha","POS_P",0.0615060345515
461,"mucho","POS_P",0.0187114808842
462,"odio","POS_P",-0.678682161595
463,"así","POS_P",0.125350542651
464,"nos","POS_P",0.224922631597
465,"aquí","POS_P",-0.0298664524004
466,"ha sido","POS_P",0.0481472338902
467,"a mi","POS_P",-0.142512164886
468,"mañana","POS_P",0.00918998839021
469,"peor","POS_P",-0.414261971486
470,"? <newline>","POS_P",0.287073451832
471,"contencioso","POS_P",-6.61481224876e-17
472,"el mejor","POS_P",0.2332725814
473,"niña","POS_P",0.312001874269
474,"http://t.co","POS_P",0.119789329542
475,"somos","POS_P",0.112729880178
476,"ganas","POS_P",0.510305968325
477,"gran","POS_P",0.395461616144
478,"amor","POS_P",0.33427031257
479,"viernes","POS_P",0.0151616226988
480,"hora","POS_P",0.26353414879
481,"el","POS_P",-0.00152161245593
482,"paro sube","POS_P",-0.44591564717
483,"en","POS_P",-0.0957460555882
484,"bueno","POS_P",0.398792287795
485,"ser","POS_P",0.0404573375904
486,"cerca","POS_P",0.139706612175
487,"mierda","POS_P",-0.845197451769
488,"buena","POS_P",0.359699064048
489,"y lo","POS_P",0.297678214363
490,"mas","POS_P",0.0303075397973
491,"canción","POS_P",0.211126892841
492,"d","POS_P",-0.0151291069267
493,"baja un","POS_P",3.78344162549e-14
494,"sea","POS_P",0.0110428518425
495,"todo","POS_P",0.19627674896
496,"es","POS_P",-0.0401771687905
497,"en contencioso","POS_P",-1.32296244975e-16
498,"rt","POS_P",-0.597770322757
499,"eres","POS_P",0.0848763198022
500,"sábado","POS_P",0.212170145088
501,"las cosas","POS_P",0.273715192213
502,"humor","POS_P",0.05224978068
503,"'","POS_P",-0.0491627525172
504,"+","POS_P",0.0132043502396
505,"y para","POS_P",0.223847199428
506,"muy","POS_P",0.0802541491947
507,"una nueva","POS_P",0.0140808974534
508,"bien","POS_P",0.7831004452
509,"fuerza","POS_P",0.0151012745923
510,"7","POS_P",-0.0316510251726
511,"@lericamusic","POS_P",7.18399253262e-14
512,"eso","POS_P",-0.21075751511
513,"contigo","POS_P",0.339167061065
514,"?","POS_P",-0.156669889946
515,"vamos","POS_P",0.0713963099506
516,"solo","POS_P",-0.0427492633713
517,"foto","POS_P",-0.203347817805
518,"me encanta","POS_P",0.778545892728
519,"nada .","POS_P",-0.0954059487701
520,"con ella","POS_P",0.0965527360331
521,"supremo en","POS_P",-4.16733171672e-15
522,"mi vida","POS_P",0.587094045595
523,"jajajajajaja","POS_P",0.931913218438
524,"quiere","POS_P",0.0739931955923
525,"le","POS_P",-0.0766520807986
526,"que","POS_P",-0.0292413224394
527,"como","POS_P",0.129794117461
528,"muchas","POS_P",0.147138491367
529,";)","POS_P",0.640621256682
530,"aunque","POS_P",0.30804476635
531,"nueva","POS_P",0.208327843471
532,"no me","POS_P",-0.22635662619
533,"día","POS_P",0.0453339797973
534,"instituto","POS_P",-0.155347321393
535,"gusta","POS_P",0.59582947554
536,"que me","POS_P",-0.0716645292847
537,"? ?","POS_P",0.332870106238
538,"ahora","POS_P",-0.0503654079918
539,"gusto","POS_P",0.399701798498
540,"o","POS_P",-0.187397299546
541,"y que","POS_P",0.20795284613
542,"empezar","POS_P",0.16172408511
543,"les","POS_P",-0.0515620078813
544,"? !","POS_P",-0.42773430087
545,"quien","POS_P",0.0333980612614
546,", de","POS_P",0.16174265819
547,"que no","POS_P",-0.0887289634886
548,"con","POS_P",0.0661137111868
549,"gracias por","POS_P",0.283771667614
550,"pluriempleado en","POS_P",-6.61481224876e-17
551,"sois","POS_P",-0.333424373213
552,"acabo de","POS_P",-0.309238112757
553,"bien ,","POS_P",-0.223878051791
554,"por","POS_P",-0.0604651587181
555,"@lericamusic ?","POS_P",0.0387626525975
556,"xd","POS_P",0.477874773764
557,"son","POS_P",0.0293897068234
558,"enhorabuena","POS_P",0.453914256423
559,"felicidad","POS_P",0.226456441376
560,"jajajajajajaja","POS_P",0.107626521475
561,"a ser","POS_P",0.29894547712
562,"ruego rt","POS_P",-6.61481224876e-17
563,". me","POS_P",0.037116606241
564,"tonto","POS_P",-0.494967344379
565,"asi","POS_P",-0.172993825845
566,"udima y","POS_P",-0.0082587227402
567,"pasa","POS_P",-0.075307278203
568,"tiene","POS_P",0.000833059274607
569,"y no","POS_P",-0.238970641759
570,"""","POS_P",-0.16095434462
571,"? http://t.co","POS_P",0.149295908786
572,"bonita","POS_P",0.822698034977
